timestamp_utc,timestamp_local,total_load_mw,Atlantic Electric Company Actual Load (MW),"American Electric Power Co., Inc - Appalachian Actual Load (MW)","American Electric Power Co., Inc - Indiana Michigan Actual Load (MW)"
2024-01-01 06:00:00+00:00,2024-01-01 00:00:00,82240.126,946.65,4228.784,2590.721
2024-01-01 07:00:00+00:00,2024-01-01 01:00:00,80933.641,910.061,4235.696,2537.374
2024-01-01 08:00:00+00:00,2024-01-01 02:00:00,79675.021,880.426,4225.935,2493.474
2024-01-01 09:00:00+00:00,2024-01-01 03:00:00,78911.897,863.023,4250.125,2460.641
2024-01-01 10:00:00+00:00,2024-01-01 04:00:00,79479.883,856.91,4302.126,2468.237
2024-01-01 11:00:00+00:00,2024-01-01 05:00:00,80972.968,866.286,4416.696,2472.701
2024-01-01 12:00:00+00:00,2024-01-01 06:00:00,82849.256,887.65,4542.387,2509.283
2024-01-01 13:00:00+00:00,2024-01-01 07:00:00,84279.822,897.426,4687.096,2571.377
2024-01-01 14:00:00+00:00,2024-01-01 08:00:00,85471.601,899.724,4722.19,2608.332
2024-01-01 15:00:00+00:00,2024-01-01 09:00:00,86633.474,863.07,4777.174,2683.736
2024-01-01 16:00:00+00:00,2024-01-01 10:00:00,87792.711,836.402,4807.261,2711.19
2024-01-01 17:00:00+00:00,2024-01-01 11:00:00,88641.035,831.265,4785.738,2781.91
2024-01-01 18:00:00+00:00,2024-01-01 12:00:00,89557.693,859.286,4702.877,2770.632
2024-01-01 19:00:00+00:00,2024-01-01 13:00:00,90261.47,916.235,4641.985,2778.139
2024-01-01 20:00:00+00:00,2024-01-01 14:00:00,90569.605,972.192,4597.925,2830.281
2024-01-01 21:00:00+00:00,2024-01-01 15:00:00,91593.261,1024.367,4646.875,2810.2
2024-01-01 22:00:00+00:00,2024-01-01 16:00:00,94189.323,1132.572,4837.2,2857.565
2024-01-01 23:00:00+00:00,2024-01-01 17:00:00,97966.865,1116.984,5067.255,2911.489
2024-01-02 00:00:00+00:00,2024-01-01 18:00:00,98377.355,1175.98,5096.1,3011.651
2024-01-02 01:00:00+00:00,2024-01-01 19:00:00,97375.631,1124.26,5083.783,2969.736
2024-01-02 02:00:00+00:00,2024-01-01 20:00:00,95569.279,1093.235,5035.194,2939.366
2024-01-02 03:00:00+00:00,2024-01-01 21:00:00,93513.241,1059.547,4976.991,2921.346
2024-01-02 04:00:00+00:00,2024-01-01 22:00:00,89927.198,985.562,4827.706,2855.211
2024-01-02 05:00:00+00:00,2024-01-01 23:00:00,86469.072,886.49,4733.09,2804.023
2024-01-02 06:00:00+00:00,2024-01-02 00:00:00,84069.337,841.706,4623.944,2758.778
2024-01-02 07:00:00+00:00,2024-01-02 01:00:00,82812.039,865.379,4597.702,2723.986
2024-01-02 08:00:00+00:00,2024-01-02 02:00:00,82164.814,862.101,4608.299,2688.789
2024-01-02 09:00:00+00:00,2024-01-02 03:00:00,82620.067,870.846,4624.797,2737.216
2024-01-02 10:00:00+00:00,2024-01-02 04:00:00,84792.563,894.735,4708.547,2800.467
2024-01-02 11:00:00+00:00,2024-01-02 05:00:00,89449.559,948.23,4904.931,2947.613
2024-01-02 12:00:00+00:00,2024-01-02 06:00:00,96455.259,1035.264,5181.851,3155.602
2024-01-02 13:00:00+00:00,2024-01-02 07:00:00,101748.358,1080.776,5421.887,3285.342
2024-01-02 14:00:00+00:00,2024-01-02 08:00:00,102797.134,1047.899,5434.081,3336.384
2024-01-02 15:00:00+00:00,2024-01-02 09:00:00,101900.628,988.25,5326.835,3421.696
2024-01-02 16:00:00+00:00,2024-01-02 10:00:00,100590.854,905.984,5247.65,3468.334
2024-01-02 17:00:00+00:00,2024-01-02 11:00:00,98533.097,816.867,5131.121,3474.036
2024-01-02 18:00:00+00:00,2024-01-02 12:00:00,97114.464,783.205,4999.449,3444.804
2024-01-02 19:00:00+00:00,2024-01-02 13:00:00,96297.255,794.461,4887.545,3389.627
2024-01-02 20:00:00+00:00,2024-01-02 14:00:00,95847.441,849.461,4786.721,3330.228
2024-01-02 21:00:00+00:00,2024-01-02 15:00:00,96555.433,984.98,4745.414,3310.858
2024-01-02 22:00:00+00:00,2024-01-02 16:00:00,99800.336,1121.709,4861.78,3263.44
2024-01-02 23:00:00+00:00,2024-01-02 17:00:00,105474.204,1221.662,5205.035,3308.953
2024-01-03 00:00:00+00:00,2024-01-02 18:00:00,107204.88,1235.503,5415.207,3398.344
2024-01-03 01:00:00+00:00,2024-01-02 19:00:00,106671.643,1226.97,5506.323,3363.674
2024-01-03 02:00:00+00:00,2024-01-02 20:00:00,105358.045,1199.363,5555.346,3327.894
2024-01-03 03:00:00+00:00,2024-01-02 21:00:00,102747.483,1147.296,5517.629,3280.409
2024-01-03 04:00:00+00:00,2024-01-02 22:00:00,98934.914,1086.753,5424.393,3123.454
2024-01-03 05:00:00+00:00,2024-01-02 23:00:00,95114.175,1017.725,5275.418,3020.965
2024-01-03 06:00:00+00:00,2024-01-03 00:00:00,92346.555,972.807,5202.742,2942.172
2024-01-03 07:00:00+00:00,2024-01-03 01:00:00,91064.657,942.77,5214.274,2912.08
2024-01-03 08:00:00+00:00,2024-01-03 02:00:00,90526.405,927.43,5259.797,2841.425
2024-01-03 09:00:00+00:00,2024-01-03 03:00:00,91020.613,936.836,5348.326,2866.441
2024-01-03 10:00:00+00:00,2024-01-03 04:00:00,92893.1,943.608,5463.918,2917.977
2024-01-03 11:00:00+00:00,2024-01-03 05:00:00,97501.804,990.424,5691.698,3025.906
2024-01-03 12:00:00+00:00,2024-01-03 06:00:00,104596.723,1088.177,6049.316,3198.406
2024-01-03 13:00:00+00:00,2024-01-03 07:00:00,109120.871,1118.428,6275.645,3356.482
2024-01-03 14:00:00+00:00,2024-01-03 08:00:00,108519.038,1071.876,6191.894,3329.277
2024-01-03 15:00:00+00:00,2024-01-03 09:00:00,104575.193,957.334,5815.34,3326.115
2024-01-03 16:00:00+00:00,2024-01-03 10:00:00,100714.461,860.81,5410.061,3292.682
2024-01-03 17:00:00+00:00,2024-01-03 11:00:00,98196.899,807.186,5080.531,3322.641
2024-01-03 18:00:00+00:00,2024-01-03 12:00:00,96566.312,772.278,4860.48,3382.94
2024-01-03 19:00:00+00:00,2024-01-03 13:00:00,95775.563,785.418,4783.022,3383.939
2024-01-03 20:00:00+00:00,2024-01-03 14:00:00,95403.418,863.117,4792.221,3257.38
2024-01-03 21:00:00+00:00,2024-01-03 15:00:00,96765.767,967.325,4810.643,3313.09
2024-01-03 22:00:00+00:00,2024-01-03 16:00:00,100001.258,1090.74,4960.398,3369.105
2024-01-03 23:00:00+00:00,2024-01-03 17:00:00,104834.739,1214.19,5181.023,3377.521
2024-01-04 00:00:00+00:00,2024-01-03 18:00:00,105574.022,1216.926,5284.423,3413.061
2024-01-04 01:00:00+00:00,2024-01-03 19:00:00,104617.482,1212.931,5279.657,3402.415
2024-01-04 02:00:00+00:00,2024-01-03 20:00:00,103148.887,1186.293,5263.371,3351.722
2024-01-04 03:00:00+00:00,2024-01-03 21:00:00,100129.184,1141.763,5172.159,3260.965
2024-01-04 04:00:00+00:00,2024-01-03 22:00:00,95533.924,1065.861,5001.288,3105.894
2024-01-04 05:00:00+00:00,2024-01-03 23:00:00,90944.803,953.743,4827.148,3054.613
2024-01-04 06:00:00+00:00,2024-01-04 00:00:00,87694.304,882.423,4703.6,2990.839
2024-01-04 07:00:00+00:00,2024-01-04 01:00:00,86102.075,915.164,4673.631,2986.135
2024-01-04 08:00:00+00:00,2024-01-04 02:00:00,85183.51,896.953,4665.838,2830.31
2024-01-04 09:00:00+00:00,2024-01-04 03:00:00,85359.714,891.61,4703.525,2898.297
2024-01-04 10:00:00+00:00,2024-01-04 04:00:00,86989.121,908.472,4836.93,2902.786
2024-01-04 11:00:00+00:00,2024-01-04 05:00:00,91522.05,966.048,5076.664,3025.498
2024-01-04 12:00:00+00:00,2024-01-04 06:00:00,98475.986,1033.457,5400.461,3145.338
2024-01-04 13:00:00+00:00,2024-01-04 07:00:00,103235.701,1128.478,5612.249,3263.84
2024-01-04 14:00:00+00:00,2024-01-04 08:00:00,104142.885,1104.791,5614.462,3258.954
2024-01-04 15:00:00+00:00,2024-01-04 09:00:00,103800.414,1017.208,5567.917,3254.063
2024-01-04 16:00:00+00:00,2024-01-04 10:00:00,103118.275,1072.43,5551.146,3272.949
2024-01-04 17:00:00+00:00,2024-01-04 11:00:00,101778.846,994.758,5457.339,3221.124
2024-01-04 18:00:00+00:00,2024-01-04 12:00:00,100840.394,895.778,5354.328,3186.642
2024-01-04 19:00:00+00:00,2024-01-04 13:00:00,100715.857,964.54,5300.344,3187.031
2024-01-04 20:00:00+00:00,2024-01-04 14:00:00,99886.468,1031.904,5176.152,3111.682
2024-01-04 21:00:00+00:00,2024-01-04 15:00:00,99822.441,1052.733,5132.569,3100.965
2024-01-04 22:00:00+00:00,2024-01-04 16:00:00,102361.033,1125.091,5265.703,3124.122
2024-01-04 23:00:00+00:00,2024-01-04 17:00:00,107998.752,1219.991,5514.573,3230.597
2024-01-05 00:00:00+00:00,2024-01-04 18:00:00,109981.076,1261.416,5731.001,3347.651
2024-01-05 01:00:00+00:00,2024-01-04 19:00:00,109761.791,1240.568,5806.874,3402.575
2024-01-05 02:00:00+00:00,2024-01-04 20:00:00,108655.84,1221.579,5830.63,3393.008
2024-01-05 03:00:00+00:00,2024-01-04 21:00:00,106272.778,1176.281,5806.998,3367.294
2024-01-05 04:00:00+00:00,2024-01-04 22:00:00,102467.972,997.195,5686.763,3294.654
2024-01-05 05:00:00+00:00,2024-01-04 23:00:00,98750.824,1044.57,5621.954,3194.055
2024-01-05 06:00:00+00:00,2024-01-05 00:00:00,96398.316,1008.71,5636.987,3114.739
2024-01-05 07:00:00+00:00,2024-01-05 01:00:00,95394.905,981.857,5679.158,3102.035
2024-01-05 08:00:00+00:00,2024-01-05 02:00:00,95220.124,975.443,5773.943,3098.457
2024-01-05 09:00:00+00:00,2024-01-05 03:00:00,95985.646,978.489,5893.177,3159.125
2024-01-05 10:00:00+00:00,2024-01-05 04:00:00,98182.092,988.664,6064.051,3187.072
2024-01-05 11:00:00+00:00,2024-01-05 05:00:00,103167.218,1052.596,6375.597,3321.593
2024-01-05 12:00:00+00:00,2024-01-05 06:00:00,110458.919,1136.805,6743.887,3457.807
2024-01-05 13:00:00+00:00,2024-01-05 07:00:00,115470.577,1174.69,6940.009,3600.942
2024-01-05 14:00:00+00:00,2024-01-05 08:00:00,114749.428,1099.92,6833.286,3616.732
2024-01-05 15:00:00+00:00,2024-01-05 09:00:00,110286.746,991.906,6417.741,3462.141
2024-01-05 16:00:00+00:00,2024-01-05 10:00:00,105627.979,903.219,5926.971,3418.921
2024-01-05 17:00:00+00:00,2024-01-05 11:00:00,101932.859,834.034,5484.926,3400.197
2024-01-05 18:00:00+00:00,2024-01-05 12:00:00,99151.621,810.222,5170.118,3399.384
2024-01-05 19:00:00+00:00,2024-01-05 13:00:00,96991.701,835.089,4968.2,3271.114
2024-01-05 20:00:00+00:00,2024-01-05 14:00:00,96023.614,876.757,4792.402,3228.61
2024-01-05 21:00:00+00:00,2024-01-05 15:00:00,96810.592,992.295,4710.05,3191.247
2024-01-05 22:00:00+00:00,2024-01-05 16:00:00,100580.398,1127.753,4910.209,3248.243
2024-01-05 23:00:00+00:00,2024-01-05 17:00:00,106165.496,1246.742,5249.808,3331.74
2024-01-06 00:00:00+00:00,2024-01-05 18:00:00,107570.989,1252.792,5419.34,3402.436
2024-01-06 01:00:00+00:00,2024-01-05 19:00:00,107033.94,1244.209,5487.28,3353.23
2024-01-06 02:00:00+00:00,2024-01-05 20:00:00,105983.126,1236.97,5472.198,3271.403
2024-01-06 03:00:00+00:00,2024-01-05 21:00:00,103841.838,1190.405,5427.956,3227.024
2024-01-06 04:00:00+00:00,2024-01-05 22:00:00,100426.784,1145.375,5298.178,3097.782
2024-01-06 05:00:00+00:00,2024-01-05 23:00:00,96679.069,1084.718,5088.923,3032.936
2024-01-07 06:00:00+00:00,2024-01-07 00:00:00,87301.701,911.751,4409.121,2896.268
2024-01-07 07:00:00+00:00,2024-01-07 01:00:00,85595.217,881.812,4373.995,2842.024
2024-01-07 08:00:00+00:00,2024-01-07 02:00:00,84419.132,866.756,4352.827,2845.003
2024-01-07 09:00:00+00:00,2024-01-07 03:00:00,83888.651,857.149,4353.099,2763.759
2024-01-07 10:00:00+00:00,2024-01-07 04:00:00,84221.881,863.618,4374.245,2819.42
2024-01-07 11:00:00+00:00,2024-01-07 05:00:00,85429.93,881.874,4488.868,2822.814
2024-01-07 12:00:00+00:00,2024-01-07 06:00:00,87375.818,910.251,4607.005,2885.303
2024-01-07 13:00:00+00:00,2024-01-07 07:00:00,89803.566,947.813,4742.761,2921.953
2024-01-07 14:00:00+00:00,2024-01-07 08:00:00,91793.796,978.624,4810.291,2913.466
2024-01-07 15:00:00+00:00,2024-01-07 09:00:00,93115.471,1004.841,4773.519,2977.063
2024-01-07 16:00:00+00:00,2024-01-07 10:00:00,92730.74,992.692,4667.721,2984.741
2024-01-07 17:00:00+00:00,2024-01-07 11:00:00,92124.332,970.06,4621.462,3039.331
2024-01-07 18:00:00+00:00,2024-01-07 12:00:00,92018.249,947.422,4617.533,2981.663
2024-01-07 19:00:00+00:00,2024-01-07 13:00:00,92120.017,992.731,4586.191,2983.922
2024-01-07 20:00:00+00:00,2024-01-07 14:00:00,92525.494,1043.403,4570.206,2995.963
2024-01-07 21:00:00+00:00,2024-01-07 15:00:00,93605.736,1066.311,4603.585,3014.894
2024-01-07 22:00:00+00:00,2024-01-07 16:00:00,96561.114,1136.904,4743.259,3078.926
2024-01-07 23:00:00+00:00,2024-01-07 17:00:00,100545.705,1202.05,5008.108,3183.199
2024-01-08 00:00:00+00:00,2024-01-07 18:00:00,101247.044,1198.781,5100.156,3169.722
2024-01-08 01:00:00+00:00,2024-01-07 19:00:00,100516.523,1183.612,5101.723,3135.693
2024-01-08 02:00:00+00:00,2024-01-07 20:00:00,98956.094,1150.568,5068.783,2976.398
2024-01-08 03:00:00+00:00,2024-01-07 21:00:00,95897.934,1100.124,4952.702,2895.975
2024-01-08 04:00:00+00:00,2024-01-07 22:00:00,92212.615,1013.882,4795.515,2882.624
2024-01-08 05:00:00+00:00,2024-01-07 23:00:00,88696.923,976.283,4677.774,2809.14
2024-01-08 06:00:00+00:00,2024-01-08 00:00:00,86043.077,937.446,4620.683,2798.439
2024-01-08 07:00:00+00:00,2024-01-08 01:00:00,84926.264,909.593,4628.597,2840.604
2024-01-08 08:00:00+00:00,2024-01-08 02:00:00,84405.488,897.839,4676.08,2732.14
2024-01-08 09:00:00+00:00,2024-01-08 03:00:00,84905.129,899.856,4756.357,2605.506
2024-01-08 10:00:00+00:00,2024-01-08 04:00:00,87441.622,917.959,4918.835,2731.328
2024-01-08 11:00:00+00:00,2024-01-08 05:00:00,92605.463,967.699,5223.688,2943.824
2024-01-08 12:00:00+00:00,2024-01-08 06:00:00,100559.232,1062.681,5668.783,3154.027
2024-01-08 13:00:00+00:00,2024-01-08 07:00:00,105932.925,1099.192,5977.898,3435.913
2024-01-08 14:00:00+00:00,2024-01-08 08:00:00,105980.799,1028.143,5956.595,3424.563
2024-01-08 15:00:00+00:00,2024-01-08 09:00:00,103155.638,926.497,5625.137,3384.251
2024-01-08 16:00:00+00:00,2024-01-08 10:00:00,100244.99,831.404,5277.887,3429.041
2024-01-08 17:00:00+00:00,2024-01-08 11:00:00,98014.261,784.654,4977.009,3502.713
2024-01-08 18:00:00+00:00,2024-01-08 12:00:00,96518.305,759.906,4755.694,3492.749
2024-01-08 19:00:00+00:00,2024-01-08 13:00:00,95506.6,788.078,4593.352,3455.301
2024-01-08 20:00:00+00:00,2024-01-08 14:00:00,94951.433,818.962,4516.06,3450.978
2024-01-08 21:00:00+00:00,2024-01-08 15:00:00,95856.315,960.543,4508.371,3388.903
2024-01-08 22:00:00+00:00,2024-01-08 16:00:00,99103.113,1049.988,4684.545,3458.763
2024-01-08 23:00:00+00:00,2024-01-08 17:00:00,104564.314,1172.015,5032.541,3546.985
2024-01-09 00:00:00+00:00,2024-01-08 18:00:00,106288.216,1196.319,5223.766,3596.741
2024-01-09 01:00:00+00:00,2024-01-08 19:00:00,105827.977,1195.085,5274.286,3577.361
2024-01-09 02:00:00+00:00,2024-01-08 20:00:00,104622.568,1177.873,5258.208,3498.404
2024-01-09 03:00:00+00:00,2024-01-08 21:00:00,101872.114,1137.636,5196.796,3386.92
2024-01-09 04:00:00+00:00,2024-01-08 22:00:00,97535.936,1075.41,4983.035,3304.017
2024-01-09 05:00:00+00:00,2024-01-08 23:00:00,93400.482,949.862,4750.555,3230.565
2024-01-09 06:00:00+00:00,2024-01-09 00:00:00,90340.19,967.55,4636.973,3167.603
2024-01-09 07:00:00+00:00,2024-01-09 01:00:00,88507.833,947.332,4562.644,3123.184
2024-01-09 08:00:00+00:00,2024-01-09 02:00:00,87926.958,932.7,4570.299,3196.877
2024-01-09 09:00:00+00:00,2024-01-09 03:00:00,87818.508,933.729,4600.041,3171.83
2024-01-09 10:00:00+00:00,2024-01-09 04:00:00,89190.188,949.476,4674.463,3277.28
2024-01-09 11:00:00+00:00,2024-01-09 05:00:00,93224.091,985.405,4897.274,3342.672
2024-01-09 12:00:00+00:00,2024-01-09 06:00:00,99725.038,1085.392,5215.87,3504.728
2024-01-09 13:00:00+00:00,2024-01-09 07:00:00,104610.558,1107.975,5373.037,3634.16
2024-01-09 14:00:00+00:00,2024-01-09 08:00:00,105775.491,1117.006,5385.701,3648.521
2024-01-09 15:00:00+00:00,2024-01-09 09:00:00,106022.331,1118.408,5350.327,3716.864
2024-01-09 16:00:00+00:00,2024-01-09 10:00:00,106381.148,1114.413,5361.638,3741.969
2024-01-09 17:00:00+00:00,2024-01-09 11:00:00,105962.737,1110.278,5348.226,3716.974
2024-01-09 18:00:00+00:00,2024-01-09 12:00:00,105401.027,1117.121,5300.09,3642.102
2024-01-09 19:00:00+00:00,2024-01-09 13:00:00,104662.672,1113.793,5223.848,3613.278
2024-01-09 20:00:00+00:00,2024-01-09 14:00:00,103107.534,1113.018,5109.062,3575.528
2024-01-09 21:00:00+00:00,2024-01-09 15:00:00,102184.774,1120.107,4974.564,3580.082
2024-01-09 22:00:00+00:00,2024-01-09 16:00:00,102773.009,1164.054,4945.603,3543.37
2024-01-09 23:00:00+00:00,2024-01-09 17:00:00,104277.649,1210.65,4969.58,3525.198
2024-01-10 00:00:00+00:00,2024-01-09 18:00:00,103131.615,1183.102,4995.068,3506.429
2024-01-10 01:00:00+00:00,2024-01-09 19:00:00,100436.309,1115.134,4961.333,3501.614
2024-01-10 02:00:00+00:00,2024-01-09 20:00:00,97279.126,1042.183,4912.963,3513.286
2024-01-10 03:00:00+00:00,2024-01-09 21:00:00,93424.176,919.509,4798.03,3403.482
2024-01-10 04:00:00+00:00,2024-01-09 22:00:00,88721.692,891.207,4638.116,3261.679
2024-01-10 05:00:00+00:00,2024-01-09 23:00:00,84352.848,830.004,4484.309,3170.905
2024-01-10 06:00:00+00:00,2024-01-10 00:00:00,81736.021,801.506,4431.551,3104.451
2024-01-10 07:00:00+00:00,2024-01-10 01:00:00,79945.69,771.463,4414.247,3029.814
2024-01-10 08:00:00+00:00,2024-01-10 02:00:00,79207.938,755.609,4452.9,2979.07
2024-01-10 09:00:00+00:00,2024-01-10 03:00:00,79870.848,756.933,4568.369,3092.458
2024-01-10 10:00:00+00:00,2024-01-10 04:00:00,81839.733,764.037,4731.305,3114.409
2024-01-10 11:00:00+00:00,2024-01-10 05:00:00,86298.976,818.521,4983.744,3173.36
2024-01-10 12:00:00+00:00,2024-01-10 06:00:00,93223.569,893.042,5290.751,3321.065
2024-01-10 13:00:00+00:00,2024-01-10 07:00:00,98821.211,953.893,5509.067,3470.374
2024-01-10 14:00:00+00:00,2024-01-10 08:00:00,100164.968,955.478,5533.999,3466.078
2024-01-10 15:00:00+00:00,2024-01-10 09:00:00,99064.347,890.358,5513.818,3391.797
2024-01-10 16:00:00+00:00,2024-01-10 10:00:00,98573.704,769.358,5489.266,3413.362
2024-01-10 17:00:00+00:00,2024-01-10 11:00:00,98538.205,721.56,5445.371,3396.034
2024-01-10 18:00:00+00:00,2024-01-10 12:00:00,99601.773,862.074,5395.109,3419.228
2024-01-10 19:00:00+00:00,2024-01-10 13:00:00,100087.38,924.201,5384.023,3414.028
2024-01-10 20:00:00+00:00,2024-01-10 14:00:00,99529.531,929.326,5332.642,3334.658
2024-01-10 21:00:00+00:00,2024-01-10 15:00:00,99901.743,946.951,5267.394,3324.01
2024-01-10 22:00:00+00:00,2024-01-10 16:00:00,102101.871,1046.569,5346.864,3312.7
2024-01-10 23:00:00+00:00,2024-01-10 17:00:00,105541.167,1141.997,5493.045,3383.924
2024-01-11 00:00:00+00:00,2024-01-10 18:00:00,105993.846,1144.502,5574.672,3479.218
2024-01-11 01:00:00+00:00,2024-01-10 19:00:00,105030.239,1134.468,5558.203,3467.734
2024-01-11 02:00:00+00:00,2024-01-10 20:00:00,103263.863,1104.141,5526.827,3483.577
2024-01-11 03:00:00+00:00,2024-01-10 21:00:00,100339.057,1051.282,5416.755,3411.981
2024-01-11 04:00:00+00:00,2024-01-10 22:00:00,96060.465,995.059,5269.998,3319.93
2024-01-11 05:00:00+00:00,2024-01-10 23:00:00,91695.138,927.287,5148.66,3175.615
2024-01-11 06:00:00+00:00,2024-01-11 00:00:00,88743.875,881.846,5085.104,3143.859
2024-01-11 07:00:00+00:00,2024-01-11 01:00:00,87288.669,855.04,5139.28,3094.712
2024-01-11 08:00:00+00:00,2024-01-11 02:00:00,86832.921,855.172,5192.482,3087.251
2024-01-11 09:00:00+00:00,2024-01-11 03:00:00,87272.069,860.259,5311.771,3103.165
2024-01-11 10:00:00+00:00,2024-01-11 04:00:00,89259.448,880.612,5468.006,3158.005
2024-01-11 11:00:00+00:00,2024-01-11 05:00:00,94067.982,915.808,5732.894,3275.671
2024-01-11 12:00:00+00:00,2024-01-11 06:00:00,101633.208,1046.508,6064.648,3441.996
2024-01-11 13:00:00+00:00,2024-01-11 07:00:00,106428.831,1049.346,6232.078,3525.75
2024-01-11 14:00:00+00:00,2024-01-11 08:00:00,106106.514,972.849,6088.667,3554.901
2024-01-11 15:00:00+00:00,2024-01-11 09:00:00,102558.712,871.401,5641.678,3547.072
2024-01-11 16:00:00+00:00,2024-01-11 10:00:00,99531.466,837.153,5219.194,3510.545
2024-01-11 17:00:00+00:00,2024-01-11 11:00:00,97024.32,701.52,4887.862,3503.728
2024-01-11 18:00:00+00:00,2024-01-11 12:00:00,94532.569,706.968,4662.585,3515.845
2024-01-11 19:00:00+00:00,2024-01-11 13:00:00,92924.304,715.665,4488.741,3465.074
2024-01-11 20:00:00+00:00,2024-01-11 14:00:00,92095.251,780.68,4359.123,3351.721
2024-01-11 21:00:00+00:00,2024-01-11 15:00:00,92349.046,887.672,4302.441,3284.29
2024-01-11 22:00:00+00:00,2024-01-11 16:00:00,95096.97,1046.529,4391.828,3321.772
2024-01-11 23:00:00+00:00,2024-01-11 17:00:00,100287.042,1134.576,4683.606,3423.769
2024-01-12 00:00:00+00:00,2024-01-11 18:00:00,102311.212,1158.873,4936.645,3458.371
2024-01-12 01:00:00+00:00,2024-01-11 19:00:00,102096.747,1149.0,5071.575,3457.088
2024-01-12 02:00:00+00:00,2024-01-11 20:00:00,101273.924,1132.554,5157.079,3471.013
2024-01-12 03:00:00+00:00,2024-01-11 21:00:00,98905.93,1093.304,5168.676,3424.007
2024-01-12 04:00:00+00:00,2024-01-11 22:00:00,95149.645,953.783,5116.856,3277.774
2024-01-12 05:00:00+00:00,2024-01-11 23:00:00,91700.486,971.12,5049.272,3247.692
2024-01-12 06:00:00+00:00,2024-01-12 00:00:00,13516.512,0.0,5007.934,1752.616
2024-01-12 07:00:00+00:00,2024-01-12 01:00:00,13380.533,0.0,5055.864,1575.585
2024-01-12 08:00:00+00:00,2024-01-12 02:00:00,13631.508,0.0,5140.772,1795.977
2024-01-12 09:00:00+00:00,2024-01-12 03:00:00,13989.08,0.0,5254.346,2106.757
2024-01-12 10:00:00+00:00,2024-01-12 04:00:00,14131.825,0.0,5373.439,1972.196
2024-01-12 11:00:00+00:00,2024-01-12 05:00:00,14634.898,0.0,5614.578,2065.635
2024-01-12 12:00:00+00:00,2024-01-12 06:00:00,15326.221,0.0,5957.497,1902.545
2024-01-12 13:00:00+00:00,2024-01-12 07:00:00,15938.331,0.0,6144.976,2013.08
2024-01-12 14:00:00+00:00,2024-01-12 08:00:00,15791.303,0.0,6077.574,1945.207
2024-01-12 15:00:00+00:00,2024-01-12 09:00:00,15509.127,0.0,5751.062,1984.105
2024-01-12 16:00:00+00:00,2024-01-12 10:00:00,15741.544,0.0,5372.51,2510.011
2024-01-12 17:00:00+00:00,2024-01-12 11:00:00,15439.762,0.0,5034.876,2558.079
2024-01-12 18:00:00+00:00,2024-01-12 12:00:00,15215.932,0.0,4920.604,2428.752
2024-01-12 19:00:00+00:00,2024-01-12 13:00:00,14844.097,0.0,4901.882,2146.354
2024-01-12 20:00:00+00:00,2024-01-12 14:00:00,14851.604,0.0,4898.598,2155.403
2024-01-12 21:00:00+00:00,2024-01-12 15:00:00,14674.932,0.0,5049.116,1858.679
2024-01-12 22:00:00+00:00,2024-01-12 16:00:00,14279.582,0.0,4721.721,1842.728
2024-01-12 23:00:00+00:00,2024-01-12 17:00:00,14735.59,0.0,5010.473,1921.639
2024-01-13 00:00:00+00:00,2024-01-12 18:00:00,14585.981,0.0,4991.591,1899.266
2024-01-13 01:00:00+00:00,2024-01-12 19:00:00,14302.906,0.0,4896.057,2025.871
2024-01-13 02:00:00+00:00,2024-01-12 20:00:00,14128.687,0.0,4786.507,2050.234
2024-01-13 03:00:00+00:00,2024-01-12 21:00:00,13699.237,0.0,4617.534,2007.065
2024-01-13 04:00:00+00:00,2024-01-12 22:00:00,13287.669,0.0,4449.852,2086.209
2024-01-13 05:00:00+00:00,2024-01-12 23:00:00,12847.134,0.0,4310.902,2088.86
2024-01-13 06:00:00+00:00,2024-01-13 00:00:00,81982.379,886.251,4165.276,3016.432
2024-01-13 07:00:00+00:00,2024-01-13 01:00:00,79855.712,846.368,4057.625,3027.358
2024-01-13 08:00:00+00:00,2024-01-13 02:00:00,78476.21,821.217,4030.657,3000.993
2024-01-13 09:00:00+00:00,2024-01-13 03:00:00,78213.812,802.321,4068.173,3043.998
2024-01-13 10:00:00+00:00,2024-01-13 04:00:00,79106.463,794.858,4184.215,3002.129
2024-01-13 11:00:00+00:00,2024-01-13 05:00:00,80972.336,808.745,4391.14,3016.107
2024-01-13 12:00:00+00:00,2024-01-13 06:00:00,84089.872,840.028,4567.302,3056.455
2024-01-13 13:00:00+00:00,2024-01-13 07:00:00,87839.856,861.0,4853.834,3187.521
2024-01-13 14:00:00+00:00,2024-01-13 08:00:00,90425.142,861.206,5040.222,3223.242
2024-01-13 15:00:00+00:00,2024-01-13 09:00:00,92134.509,787.115,5164.587,3320.334
2024-01-13 16:00:00+00:00,2024-01-13 10:00:00,93754.283,794.748,5187.028,3299.096
2024-01-13 17:00:00+00:00,2024-01-13 11:00:00,94315.947,853.105,5153.368,3311.911
2024-01-13 18:00:00+00:00,2024-01-13 12:00:00,94333.335,853.185,5094.501,3297.702
2024-01-13 19:00:00+00:00,2024-01-13 13:00:00,93151.477,829.693,5032.27,3370.398
2024-01-13 20:00:00+00:00,2024-01-13 14:00:00,92947.052,780.132,4941.955,3309.964
2024-01-13 21:00:00+00:00,2024-01-13 15:00:00,93989.412,924.707,4923.605,3287.783
2024-01-13 22:00:00+00:00,2024-01-13 16:00:00,97227.327,964.611,5053.396,3342.686
